131,"ATTCM, ATTTO, CG001, CG002, CG003, CG004, CG005, CG006, CG007, CG008, CG009, CG010, CG011, CG012, CG013, CG014, CG015, CG016, CG017, CG018, CG019, CG020, CG021, CG022, CG023, CG024, CG028, CG031, CG032, CG033, CG034, CG035, CG038, CG039, CG040, CG041, CG042, CG043, CG061, CG901, CG902, CG903, CG904, CG905, CG906, CG907, CG908, CG909, CG910, CG911, CG912, CG913, CG914, CG915, CG916, CG917, CG918, CG920, CG921, CG922, CG923, CG924, CG925, CG926, CG927, CG928, CG931, CG932, CG933, CG934, CGALH, CGARK, CGAUS, CGBOS, CGCEN, CGCIP, CGCOR, CGDLS, CGDOB, CGEOD, CGFLP, CGGAC, CGGLF, CGGLR, CGGPL, CGHCL, CGILL, CGIND, CGJAS, CGLAR, CGMNY, CGMTZ, CGMWR, CGNBI, CGNCA, CGNWS, CGNYR, CGOKC, CGOSU, CGPAC, CGPHI, CGPIO, CGRGV, CGRRN, CGSAN, CGSNE, CGSTL, CGSTR, CGTIM, CGTNK, CGTUL, CGVOL, CGWAS, CGWTX, CGZIG, PRIAT, USA11, USA3G, USA88, USAAT, USABS, USACC, USACG, USACN, USADC, USAEC, USAEU, USAHL, USAMF, USAPB, USAPL",AT&T,United States,"310 560, 310 680, 310 070, 310 170, 310 280, 310 150, 310 410, 310 380, 310 030, 311 160, 313 100"
18255,"AAZAT, MEXAT, MEXIU, MEXK8, MEXK9, MEXN3, MEXNC",AT&T Mexico (Nextel-Iusacell),Mexico,"334 090, 334 040, 334 050, 334 070, 901 44"
88002,USAAW,AWC (Alaska Wireless),United States,310 190
18461,"AFGAW, AFGK8",AWCC (Afghan Wireless Communication),Afghanistan,412 01
145601,"THAK9, THAWN",AWN,Thailand,520 03
18639,"BGDAK, BGDK9",Axiata (Aktel),Bangladesh,470 02
18699,IDNLT,Axis,Indonesia,510 08
18335,"AZEAC, AZENT",Azercell,Azerbaidjan,"400 06, 400 01"
18339,"AZEAF, AZEK9",Azerfon,Azerbaidjan,"400 04, 901 36"
18591,"TJKBM, TJKK7",Babilon-M,Tadjikistan,436 04
18337,"AZEBC, AZEK8",Bakcell,Azerbaidjan,400 02
81902,BGDBL,Banglalink (Orascom Telecom),Bangladesh,470 03
101,"BELK9, BELKO",Base (KPN),Belgium,206 20
18577,"BHRB2, BHRBT, BHRK8",Batelco,Bahrain,"426 05, 426 01"
17130,RUSKH,BaykalWestCom,Russian Federation,250 12
87302,TKMBC,BCTI (MTS),Turkmenistan,438 01
176501,"BHSK7, BHSNC",Be Aliv (NewCo2015 Limited),Bahamas,364 49
67702,,Beeline Center SR,Russian Federation,
69702,,Beeline Central Chernozem SR,Russian Federation,
69802,,Beeline Far East SR,Russian Federation,
69902,,Beeline North-West SR,Russian Federation,
70002,,Beeline Siberia SR,Russian Federation,
70102,,Beeline South SR,Russian Federation,
70202,,Beeline Ural SR,Russian Federation,
70302,,Beeline Volga SR,Russian Federation,
17861,"BLRBT, BLRK8",Belarusian Telecommunications (life:)),Belarus,257 04
1398,BELTB,Belgacom (Proximus),Belgium,206 01
19073,"BLZ67, BLZK9",Belize Telemedia,Belize,702 67
18137,"CANBM, CANK9, CANMM",Bell Mobility,Canada,"302 610, 302 880, 302 690"
172301,"SLBBM, SLBK8",Bemobile,Solomon Islands,540 02
159802,"BMUBD, BMUK9, BMUNI",Bermuda Digital Comm.  (CellularOne),Bermuda,350 000
89902,"LKAAT, LKAK6",Bharti Airtel Lanka,Sri Lanka,413 05
17625,"BIHK8, BIHPT",BH Telecom,Bosnia and Herzegovina,218 90
190501,BELBX,BICS,Belgium,206 28
12191,"LVABT, LVAK9",Bite Latvia,Latvia,247 05
11500,"LTUK9, LTUMT",Bite Lithuania,Lithuania,246 02
394501,USABG,Bluegrass Wireless,United States,311 810
164002,"ASMAS, ASMK9",Blue Sky,American Samoa,544 110
283702,"WSMGS, WSMK9",Blue Sky Samoa,Samoa,549 27
90502,"BTNBM, BTNK9",B-Mobile,Bhutan,402 11
90602,"BRNBR, BRNFT, BRNK9",B-Mobile Brunei,Brunei Darussalam,528 02
90402,"PNGK9, PNGPM",BMobile Limited,Papua New Guinea,537 01
137701,TZAYA,Bol,Tanzania,640 08
863,"F00F3, FRAF3, FRAK7, LUXBT",Bouygues,France,"208 88, 208 20, 270 07"
494302,"CANEL, CANK7",Bragg Communications,Canada,302 270
1362,"BRABT, BRAK7",Brasil Telecom,Brazil,724 16
18417,"INDAP, INDAS, INDBH, INDCA, INDCH, INDGJ, INDHP, INDHR, INDJK, INDKR, INDKT, INDMH, INDMY, INDNE, INDOR, INDPB, INDRJ, INDTN, INDUE, INDUW, INDWB",BSNL,India,"404 74, 404 80, 404 51, 404 53, 404 54, 404 55, 404 57, 404 58, 404 59, 404 62, 404 64, 404 66, 404 71, 404 72, 404 73, 404 75, 404 76, 404 77, 404 81, 404 38, 404 34"
12389,"BHSBH, BHSK8",BTC Bahamas,Bahamas,364 39
164202,"BWABC, BWAK8",BTC (beMOBILE),Botswana,652 04
159902,"USABT, USAK1",Bug Tussel Wireless,United States,311 330
90702,UZB01,Buztel,Uzbekistan,434 01
18319,"AIACW, AIAK9",Cable & Wireless Anguilla,Anguilla,365 840
18297,"BRBCW, BRBK9",Cable & Wireless Barbados,Barbados,342 600
18299,"ATGCW, ATGK9",Cable & Wireless Caribbean Cellular,Antigua and Barbuda,344 920
18295,"CYMCW, CYMK9",Cable & Wireless Cayman Islands,Cayman Islands,346 140
18321,"DMACW, DMAK9",Cable & Wireless Dominica,Dominica,"366 011, 366 110"
18305,"GRDCW, GRDK9",Cable & Wireless Grenada,Grenada,352 110
18257,"JAMCW, JAMK9",Cable & Wireless Jamaica,Jamaica,"338 018, 338 180"
90902,"MSRCW, MSRK9",Cable & Wireless Montserrat,Montserrat,354 860
19083,"PANCW, PANK8",Cable & Wireless Panama,Panama,714 01
85902,"SYCCW, SYCK9",Cable & Wireless Seychelles,Seychelles,633 01
18307,"KNACW, KNAK9",Cable & Wireless St. Kitts,Saint Kitts and Nevis,356 110
18309,"LCACW, LCAK9",Cable & Wireless St. Lucia,Saint Lucia,358 110
18311,"VCTCW, VCTK9",Cable & Wireless St. Vincent,Saint Vincent and the Grenadines,360 110
18329,"TCACW, TCAK9",Cable & Wireless Turks,Turks and Caicos Islands,376 350
90802,GBRCA,Cable & Wireless UK,United Kingdom,"234 07, 235 92"
18301,"VGBCW, VGBK9",Cable & Wireless West Indies,Virgin Islands (British),348 170
395902,"KHMCC, KHMFT, KHMK8",CadComms,Cambodia,456 04
84102,KHMSH,Camshin (Cambodia Shinawatra - Mfone),Cambodia,456 18
160102,USACR,Caprock Cellular,United States,310 830
18303,"VGBCC, VGBK8",Caribbean Cellular Telephone,Virgin Islands (British),"348 570, 348 057"
17649302,USA1E,Carolina West Wireless,United States,310 130
8249102,THACT,CAT Telecom,Thailand,520 00
19165,"AAAWL, AAM21",C-Cell (Seanet Maritime Communications),Sweden,901 21
18323,CUB01,C_Com Cubacel,Cuba,368 01
18651,"MYSCC, MYSK8, MYSK9, MYSMR",Celcom,Malaysia,"502 19, 502 13"
86702,"ZAFCC, ZAFK9",Cell C,South Africa,655 07
14526,"ANTV9, ISRCL, ISRHC, ISRK9",Cellcom,Israel,"425 15, 425 29, 425 02"
91002,"GIN07, GINCL",Cellcom Guinea,Guinea,611 05
19181,"GUYGT, GUYK8",Cellink Plus (Guyana Telephone and Telegraph),Guyana,738 002
19061,"NAM03, NAMK9",Cell One (Leo),Namibia,649 03
18785,"MUSCP, MUSK9",Cellplus Mobile,Mauritius,617 01
164602,"USAK5, USASB",Cellular One,United States,310 320
14247,,Cellular One East Texas,United States,
151802,"USACH, USAT1",Cellular One (MTPCS),United States,"310 390, 310 570"
160002,USACP,Cellular Properties (Cellular One of East Central Illinois),United States,311 190
18813,,Celtel Congo (Zain) (depricated),Congo,
84802,"NERCT, NERK8",Celtel Niger (Zain),Niger,614 02
18977,"TZACT, TZAK5",Celtel Tanzania,Tanzania,640 05
80102,"HND02, HNDK7",Celtel (Telefonica),Honduras,708 02
19017,"ZMBCE, ZMBK7",Celtel Zambia (Zain),Zambia,645 01
11498,,Centennial Wireless,United States,
14528,"CHNCM, CHNCT, CHNMM , CHNTD",China Mobile,China,"460 07, 460 13, 460 00, 460 02"
192701,"CHNDX, CHNK7",China Telecom,China,460 11
18625,"CHNCC, CHNCN, CHNCU, CHNK8, CHNK9",China Unicom,China,"460 01, 460 06, 460 09"
131601,"MRTCH, MRTK7",Chinguitel,Mauritania,609 02
164702,"USA63, USAKD, USAKX",Choice Wireless,United States,310 630
18629,"TWNK3, TWNLD",Chunghwa Telecom Mobile,Taiwan,466 92
16782,USACB,Cincinnati Bell Wireless,United States,310 420
187702,PANCL,Claro,Panama,714 03
1438,ARGCM,Claro Argentina,Argentina,722 310
19107,BRACL,Claro Brazil,Brazil,724 05
19139,CHLSM,Claro Chile,Chile,730 03
119601,"CRICL, CRIK9",Claro CR,Costa Rica,712 03
75902,DOMCL,Claro Dominicana,Dominican Republic,370 02
19099,PERTM,Claro Peru,Peru,716 10
86502,URYAM,Claro Uruguay (AM Wireless),Uruguay,748 10
142101,"GBRC9, GBRK1",Cloud 9,United Kingdom,234 18
85002,PAKPL,CMPak (Zong),Pakistan,410 04
19141,"COLCO, COLK8, COLK9, COLTI",Colombia Móvil,Colombia,"732 103, 732 111, 732 165"
12189,"COLK5, COLTM",Colombia Telefonica,Colombia,"732 154, 732 123"
82402,"COLCM, COLK6",Comcel Columbia,Colombia,732 101
91202,HTICL,Comcel Haiti,Haiti,372 01
18787,"LBRCM, LBRK8",Comium,Liberia,618 04
190302,GMBCM,Comium Gambia,Gambia,607 03
190402,CIVCM,Comium Ivory Coast,Ivory Coast,612 04
85702,SLECM,Comium Sierra Leone,Sierra Leone,619 04
12869,"USACD, USACO, USAG2, USAGV, USAK6",Commnet Wireless,United States,"310 330, 311 040, 311 320, 312 370, 313 640"
179702,COMHR,Comores Telecom,Comoro,654 01
79702,"GTMCM, GTMK8",Comunicaciones Celulares (Comcel),Guatemala,704 02
91302,ECUPG,Conecel,Ecuador,740 01
141701,"CODK5, CODOR",Congo Chine Telecom,"Congo, The Democratic Republic of the",630 86
153802,"USAC5, USACA",Cordova Wireless,United States,311 240
16784,USAU1,Corr Wireless,United States,310 080
87502,UZB05,Coscom (TM Ucell),Uzbekistan,434 05
947,"GR0CO, GRCCO, GRCK7",Cosmote,Greece,202 01
943,,CSL Hong-Kong,Hong Kong,
189802,"STPK9, STPST",CSTmovel - Sao Tome & Principe,Saint Tome and Principe,626 01
163902,USAMO,CTC Telecom,United States,311 500
12149,USAWC,C T Cube (West Central Wireless),United States,310 180
80602,"SLVK9, SLVTP",CTE Telecom Personal (Claro),El Salvador,706 01
18619,MACCT,CTM,Macau,455 01
195702,GIBCS,CTS,Gibraltar,266 06
129601,LIECT,Cubic Telecom,Liechtenstein,295 06
195902,PHLTA,CURE,Philippines,515 18
18805,"CPVCV, CPVK8",CVMovel,Cape Verde,625 01
197802,,Cyfrowy Polsat,Poland,
17923,"CYPCT, CYPK8",Cyprus Telecommunications (Cytamobile-Vodafone),Cyprus,280 01
77702,"GLPDT, GLPK9",Dauphin (Amigo),Guadeloupe,340 08
18645,"MDV01, MDVK8", Dhivehi Raajjeyge Gulhun Public Limited Company (Dhiraagu),Maldives,472 01
18469,"LKADG, LKAK7",Dialog Telekom (MTN),Sri Lanka,413 02
18649,MYSMT,DiGi,Malaysia,502 16
129,"JAMDC, JAMK8",Digicel,Jamaica,338 050
19379,AIAZZ,Digicel Anguilla,Anguilla,
19381,ATGZZ,Digicel Antigua,Antigua and Barbuda,
18315,ABWDC,Digicel Aruba,Aruba,363 02
19383,BRBDC,Digicel Barbados,Barbados,342 750
19385,BMUZZ,Digicel Bermuda,Bermuda,
19413,BONDC,Digicel Bonaire,Netherlands Antilles,
19387,"VGBDC, VGBZZ",Digicel British Virgin Islands,Virgin Islands (British),348 770
19389,CYMZZ,Digicel Caymen Islands,Cayman Islands,
11502,ANTCT,Digicel Curacao Telecom,Netherlands Antilles,362 69
19391,DMAZZ,Digicel Dominica,Dominica,
19077,SLVDC,Digicel El Salvador,El Salvador,706 02
136002,"FJIDP, FJIFT, FJIK8",Digicel Fiji,Fiji,542 02
14367,FRAF4,Digicel French West Indies,French Southern Territories,340 20
19393,,Digicel Grenada,Grenada,
19149,"GUYK9, GUYUM",Digicel Guyana (Cel Star - U mobile),Guyana,738 01
19395,"HTIDC, HTIXX, HTIZZ",Digicel Haiti,Haiti,
80002,"HNDDC, HNDK9",Digicel  Honduras,Honduras,708 040
80302,"PANDC, PANK9",Digicel Panama,Panama,714 04
91102,"PNGDP, PNGK8",Digicel Papua New Guinea,Papua New Guinea,537 03
19397,"WSMDP, WSMK8",Digicel Samoa,Samoa,549 00
19399,,Digicel St. Kitts,Saint Kitts and Nevis,
19401,LCAZZ,Digicel St. Lucia,Saint Lucia,
19411,ANTDC,Digicel St. Marteen,Netherlands Antilles,
19403,VCTZZ,Digicel St. Vincent,Saint Vincent and the Grenadines,
85802,"SURDC, SURK9",Digicel Suriname,Suriname,746 03
86002,"TONDP, TONK9",Digicel Tonga,Tonga,539 88
11496,TTODL,Digicel Trinidad & Tobago,Trinidad and Tobago,374 130
19405,TCAZZ,Digicel Turks and Caicos,Turks and Caicos Islands,
91402,"VUTDP, VUTK9",Digicel Vanuatu,Vanuatu,541 05
188501,HUND1,Digi Mobile,Hungary,216 03
18709,PHLDG,Digitel,Philippines,515 05
19143,"VEN01, VEND2, VEND3, VENK7",Digitel Venezuela,Venezuela,734 02
91502,"DJIDJ, DJIK9",Djibouti Telecom,Djibouti,638 01
17817,"FIN2G, FINK6, FINK7, FINTA",DNA,Finland,"244 12, 244 03, 244 36, 244 13"
82902,"GUMDP, GUMHT, GUMK8, GUMK9",Docomo Pacific,Guam,"310 470, 310 370"
177802,CANDM,Dryden Mobility,Canada,302 380
91602,"BRNBN, BRNDS, BRNK8, BRNTB, BRNUN",DST Communications,Brunei Darussalam,"528 11, 528 03, 528 01"
18711,THAWP,DTAC (Total Access Communication),Thailand,520 18
149601,"THADT, THAK8",DTAC (TriNet),Thailand,520 05
18553,"AREDU, AREK9",du,United Arab Emirates,424 03
17917,"ALBEM, ALBK9",Eagle Mobile,Albania,276 03
506302,GIBSH,Eazi Telecom,Gibraltar,266 09
91702,LSOET,Econet Telecom Lesotho,Lesotho,651 02
86802,"ZWEET, ZWEK8",Econet Wireless,Zimbabwe,648 04
163702,"BDIET, BDIK6",Econet Wireless Burundi,Burundi,642 01
143,"GB0HM, GBROR",EE (OUK),United Kingdom,234 33
133,"GB0ME, GBRK8, GBRME",EE (TMUK),United Kingdom,"234 71, 234 30"
17821,"RUSEC, RUSK8",Ekaterinburg-2000 (Motiv),Russian Federation,250 35
105,"EE0RE, ESTK8, ESTRE",Elisa Estonia,Estonia,248 02
103,"FINES, FINK8, FINK9, FINRL, SF0RL",Elisa Finland,Finland,"244 05, 244 21"
629702,"LUXEL, LUXKP",E-Lux,Luxembourg,270 81
180501,"EMNDE, EMNLI",Emnify,Germany,"295 09, 901 43"
18597,JPNEM,eMobile,Japan,
80202,"NICEN, NICK9, NICSC",Empresa (Enitel - Claro - Sercom),Nicaragua,"710 21, 710 73"
13885,"EE0EM, ESTEM, ESTK9",EMT,Estonia,248 01
84702,MUSEM,Emtel,Mauritius,617 10
19147,BOLME,Entel Bolivia,Bolivia,736 02
19135,"CHLK9, CHLMV, CHLPC",Entel PCS,Chile,730 01
19097,"PERK9, PERN3, PERNC",Entel Peru (Nextel Peru),Peru,716 17
13151,"CYPK9, CYPSC",Epic (MTN),Cyprus,280 10
164802,USAET,Epic Touch,United States,310 610
95,,E-Plus (depricated),Germany,
12828,POL02,Era,Poland,260 02
3649102,RUSGU,Era-Glonass,Russian Federation,250 77
16049302,ERIER,EriTel,Eritrea,657 01
91802,"BIHER, BIHK7",Eronet,Bosnia and Herzegovina,218 03
84002,KENEC,Essar Telecom Kenya,Kenya,639 05
18937,ETH01,Ethio Telecom (ETMTN),Ethiopia,636 01
18555,"AFG55, ARETC, UAETC",Etisalat,United Arab Emirates,424 02
193902,AFGEA,Etisalat Afghanistan,Afghanistan,412 50
91902,BEN02,Etisalat Bénin (Moov),Benin,616 02
171702,"INDAH, INDBR, INDGU, INDHY, INDKA, INDKE, INDMA, INDMD, INDMU, INDND, INDPE, INDPN, INDPW, INDRS, INDTC",Etisalat India,India,"405 913, 405 916, 405 915, 405 923, 405 920, 405 930, 405 914, 405 918, 405 931, 405 919, 405 921, 405 922, 405 917, 405 912, 405 924"
84302,,Etisalat Lanka (Private) Limited (Tigo - Celtel),Sri Lanka,
18743,EGYEM,Etisalat MISR,Egypt,602 03
16770,RUSSC,ETK (Yeniseitelecom),Russian Federation,250 05
92002,"LAOET, LAOK7",ETL Mobile,Laos,457 02
647002,USAEZ,Evolve Cellular,United States,310 990
113601,CANET,Execulink Telecom,Canada,302 340
176601,POLEZ,EZ Phone Mobile,Poland,260 41
18635,"TWNFE, TWNK7, TWNK8, TWNKG",Far EasTone (KG Telecom),Taiwan,"466 88, 466 01"
18055,FROFT,Faroese Telecom,Faroe Islands,288 01
1651302,IRQFL,Fastlink,Iraq,418 66
14249102,CHEFS,Fink Telecom,Switzerland,"228 63, 240 63"
121,"CANGW, CANK5",Freedom Mobile (Wind),Canada,302 490
115601,"FRAF5, FRAFM, FRAK8",Free Mobile,France,"208 16, 208 15"
89,"FSMFM, FSMK9, FSMTU",FSMTC,Micronesia,"550 01, 553 01"
92102,"GMB01, GMBK9",Gamcel,Gambia,607 01
15649302,"GBRGA, GBRK3",Gamma Telecom,United Kingdom,234 39
646902,SSDGM,Gemtel Green Network,South Sudan,659 03
17901,"GIBGT, GIBK6",GibTel,Gibraltar,"214 10, 266 01"
197902,AAQGN,Global Networks,Antarctica,901 13
17615,FRAGS,Globalstar,France,208 05
89702,RUSGS,GlobalTel,Russian Federation,250 21
147601,,Globecomm,United States,
18705,"PHLGT, PHLIC, PHLK9",Globe Telecom,Philippines,515 02
13395,"NGAGM, NGAK7",Glo Mobile,Nigeria,621 50
92202,BENGM,Glomobile Benin,Benin,616 05
3,"GHAGM, GHAK9",Glo Mobile Ghana,Ghana,620 07
186501,NLDVT,GloTell BV,Netherlands,204 17
1650402,,GMobile,Georgia,282 09
164001,"MNGGM, MNGK8",G-Mobile,Mongolia,428 06
632202,"ISRGT, ISRK4",Golan Telecom,Israel,425 08
87402,UKRGT,Golden Telecom,Ukraine,255 05
574802,SOMGT,Golis Telecom,Somalia,637 30
562302,,Gotanet,Sweden,240 17
18637,BGDGP,Grameenphone,Bangladesh,470 01
1851602,USAGW,Great North Woods Wireless,United States,312 710
389702,CIVOR,Green Network,Ivory Coast,612 06
92302,"VNMBL, VNMK5",GTEL Mobile (Beeline),Vietnam,452 07
17777,"SWEHU, SWEK9",Hi3G Access,Sweden,"240 02, 240 04"
17739,"DNKHU, DNKK9",Hi3G Denmark,Denmark,238 06
193802,GNQHT,Hits,Equatorial Guinea,627 03
18617,"HKGK3, HKGK4, HKGK8, HKGK9, HKGM3, HKGMC, HKGNW, HKGTC",HKT (Hong Kong Telecommunications),Hong Kong,"454 19, 454 16, 454 00, 454 09, 454 02, 454 18, 454 10"
1650902,DEUHN,HNS Telecom,Germany,262 23
19153,PRYVX,Hola Paraguay,Paraguay,744 01
14249202,CHEHO,Horisen AG,Switzerland,228 48
9449202,SOMHI,Hormuud,Somalia,"637 20, 637 50"
83802,"ISRK5, ISRK6, ISRMC, ISRMS",Hot Mobile (MiRS),Israel,425 07
17627,"HRVCN, HRVK9",Hrvatski Telekom (T-Mobile),Croatia,219 01
17699,"AUTCA, AUTHU, AUTK6, AUTK7",Hutchison 3G Austria,Austria,"232 05, 232 10"
137,"GBRHU, GBRK7",Hutchison 3G UK Limited,United Kingdom,234 20
18657,"AUSHS, AUSHU, AUSK9",Hutchison 3G (Vodafone),Australia,505 06
101702,"LKACT, LKAHT, LKAK5, LKAK8",Hutchison Telecom Lanka (Pvt) Ltd,Sri Lanka,"413 09, 413 03, 413 08"
18607,"HK0HT, HKGH3, HKGHT, HKGK6, HKGK7 ",Hutchison Telephone,Hong Kong,"454 03, 454 04"
19081,"CRICE, CRICR",ICE,Costa Rica,712 01
643202,NORIC,Ice Communications Norge,Norway,242 14
524302,ISLIC,iCell,Iceland,274 07
153601,"CANIW, CANK8",Ice Wireless,Canada,302 620
99701,SURIC,ICMS,Suriname,746 01
18377,"IND07, INDAM, INDBI, INDBO, INDEH, INDEK, INDEU, INDIB, INDID, INDIE, INDIH, INDIJ, INDIK, INDIM, INDIO, INDIR, INDIT, INDIU, INDIW, INDLA, INDLB, INDLC, INDLD, INDLE, INDLF, INDLG, INDLH, INDLI, INDLJ, INDLK, INDLL, INDLM, INDLN, INDLO, INDLP, INDLQ, INDLR, INDLS, INDLT, INDLU, INDLV, INDMP, INDSK, INDSP",IDEA Cellular,India,"404 07, 404 24, 404 89, 404 87, 404 82, 404 04, 404 78, 404 12, 404 14, 404 44, 404 19, 404 22, 404 56, 405 849, 405 845, 405 848, 405 850, 405 70, 405 853, 405 799, 405 846, 405 852"
1651402,"ITAFM, ITAK8",Iliad Italia,Italy,222 50
13843,"USAIN, USAK0",Indigo Wireless,United States,311 030
18695,"IDNIM, IDNK7, IDNK8, IDNSL",Indostat,Indonesia,"510 01, 510 21"
165801,SWEIB,Infobip,Sweden,240 23
1394501,"USAXA, USAXC",Inland Cellular,United States,313 820
166201,INXIX,Inmarsat Plc (Satellite Only),United Kingdom,901 11
174401,USAVI,Innovative Wireless,United States,311 470
92502,CHEIP,in&phone,Switzerland,228 07
12589,USAIW,Iowa Wireless,United States,310 770
14449102,"K0001, K00K8",IPKO,Kosovo,221 02
99601,USA66,Iridium,United States,901 03
190702,TCAIC,Islandcom (ICOM),Turks and Caicos Islands,"376 36, 376 360"
165702,USAMI,iSmart Mobile,United States,310 300
195802,,Iusacell (depricated),Mexico,
127,"INTJS, USAJS",Jasper,United States,"310 650, 901 16"
19167,PSEJE,Jawwal (Palestine Telecomm),Palestinian Territory,425 05
17701,"GB0JT, GBRJT",JT-Wave,Jersey,"234 50, 234 072, 901 057"
165902,USAKT,Kaplan Telephone,United States,310 870
164902,"ARMK9, ARMKT",Karabakh Telecom,Armenia,283 04
18341,"KAZK8, KAZKT",KaR-Tel,Kazakhstan,401 01
87202,"KAZK6, KAZKZ",K'Cell,Kazakhstan,401 02
109601,"JPNK8, JPNK9, JPNKD, JPNKI",KDDI Corp.,Japan,"440 54, 440 50, 440 52, 440 51, 441 10"
